Time,Kinetic,Potential,Total,Temperature
6.47,742.5,-17158.4,-16415.9,5
6.48,742.5,-17137.7,-16395.2,5
6.49,742.5,-17088.9,-16346.4,5
6.5,742.5,-17150.5,-16408,5
6.51,742.5,-17167.8,-16425.3,5
6.52,742.5,-17167.8,-16425.3,5
6.53,742.5,-17142.2,-16399.7,5
6.54,742.5,-17126.2,-16383.7,5
6.55,742.5,-17175.7,-16433.2,5
6.56,742.5,-17169.1,-16426.6,5
6.57,742.5,-17168.1,-16425.6,5
6.58,742.5,-17138.9,-16396.4,5
6.59,742.5,-17091.7,-16349.2,5
6.6,742.5,-17070.8,-16328.3,5
6.61,742.5,-17071.9,-16329.4,5
6.62,742.5,-17063.2,-16320.7,5
6.63,742.5,-17039.1,-16296.6,5
6.64,742.5,-17040.7,-16298.2,5
6.65,742.5,-17058.6,-16316.1,5
6.66,742.5,-17069.8,-16327.3,5
6.67,742.5,-17051.6,-16309.1,5
6.68,742.5,-17068.7,-16326.2,5
6.69,742.5,-17102.3,-16359.8,5
6.7,742.5,-17067,-16324.5,5
6.71,742.5,-17080.5,-16338,5
6.72,742.5,-17139.4,-16396.9,5
6.73,742.5,-17161.1,-16418.6,5
6.74,742.5,-17136,-16393.5,5
6.75,742.5,-17082.3,-16339.8,5
6.76,742.5,-17059,-16316.5,5
6.77,742.5,-17092.6,-16350.1,5
6.78,742.5,-17090.2,-16347.7,5
6.79,742.5,-17090.7,-16348.2,5
6.8,742.5,-17145.3,-16402.8,5
6.81,742.5,-17154.5,-16412,5
6.82,742.5,-17137.5,-16395,5
6.83,742.5,-17187.7,-16445.2,5
6.84,742.5,-17174.9,-16432.4,5
6.85,742.5,-17175.5,-16433,5
6.86,742.5,-17199.2,-16456.7,5
6.87,742.5,-17172.2,-16429.7,5
6.88,742.5,-17168.5,-16426,5
6.89,742.5,-17124,-16381.5,5
6.9,742.5,-17173.8,-16431.3,5
6.91,742.5,-17181.9,-16439.4,5
6.92,742.5,-17143.5,-16401,5
6.93,742.5,-17140.1,-16397.6,5
6.94,742.5,-17132.4,-16389.9,5
6.95,742.5,-17182.4,-16439.9,5
6.96,742.5,-17172.3,-16429.8,5
6.97,742.5,-17134.6,-16392.1,5
6.98,742.5,-17151.6,-16409.1,5
6.99,742.5,-17132.7,-16390.2,5
7,742.5,-17064.5,-16322,5
7.01,742.5,-17060.1,-16317.6,5
7.02,742.5,-17077.8,-16335.3,5
7.03,742.5,-17103.1,-16360.6,5
7.04,742.5,-17084.2,-16341.7,5
7.05,742.5,-17036.4,-16293.9,5
7.06,742.5,-17062.3,-16319.8,5
7.07,742.5,-17076.4,-16333.9,5
7.08,742.5,-17103.7,-16361.2,5
7.09,742.5,-17165.1,-16422.6,5
7.1,742.5,-17200.1,-16457.6,5
7.11,742.5,-17223.6,-16481.1,5
7.12,742.5,-17223.1,-16480.6,5
7.13,742.5,-17179.8,-16437.3,5
7.14,742.5,-17140.8,-16398.3,5
7.15,742.5,-17126.2,-16383.7,5
7.16,742.5,-17121.6,-16379.1,5
7.17,742.5,-17159.3,-16416.8,5
7.18,742.5,-17134.6,-16392.1,5
7.19,742.5,-17087.1,-16344.6,5
7.2,742.5,-17126,-16383.5,5
7.21,742.5,-17148.9,-16406.4,5
7.22,742.5,-17096.4,-16353.9,5
7.23,742.5,-17114.9,-16372.4,5
7.24,742.5,-17176.1,-16433.6,5
7.25,742.5,-17182,-16439.5,5
7.26,742.5,-17180.6,-16438.1,5
7.27,742.5,-17130.8,-16388.3,5
7.28,742.5,-17111.5,-16369,5
7.29,742.5,-17124.8,-16382.3,5
7.3,742.5,-17103.4,-16360.9,5
7.31,742.5,-17064,-16321.5,5
7.32,742.5,-17090.8,-16348.3,5
7.33,742.5,-17147.3,-16404.8,5
7.34,742.5,-17169.2,-16426.7,5
7.35,742.5,-17191.7,-16449.2,5
7.36,742.5,-17215.2,-16472.7,5
7.37,742.5,-17239.1,-16496.6,5
7.38,742.5,-17263.4,-16520.9,5
7.39,742.5,-17254.2,-16511.7,5
7.4,742.5,-17180.5,-16438,5
7.41,742.5,-17158.1,-16415.6,5
7.42,742.5,-17152.5,-16410,5
7.43,742.5,-17116.6,-16374.1,5
7.44,742.5,-17072.4,-16329.9,5
7.45,742.5,-17072.5,-16330,5
7.46,742.5,-17133.8,-16391.3,5
7.47,742.5,-17153.7,-16411.2,5
7.48,742.5,-17148.3,-16405.8,5
7.49,742.5,-17166.6,-16424.1,5
7.5,742.5,-17192.1,-16449.6,5
7.51,742.5,-17166.6,-16424.1,5
7.52,742.5,-17147.3,-16404.8,5
7.53,742.5,-17175.6,-16433.1,5
7.54,742.5,-17201.3,-16458.8,5
7.55,742.5,-17170.4,-16427.9,5
7.56,742.5,-17182.6,-16440.1,5
7.57,742.5,-17214.8,-16472.3,5
7.58,742.5,-17180.2,-16437.7,5
7.59,742.5,-17160.7,-16418.2,5
7.6,742.5,-17170.4,-16427.9,5
7.61,742.5,-17146.8,-16404.3,5
7.62,742.5,-17158.6,-16416.1,5
7.63,742.5,-17178.4,-16435.9,5
7.64,742.5,-17229.7,-16487.2,5
7.65,742.5,-17259.9,-16517.4,5
7.66,742.5,-17176.8,-16434.3,5
7.67,742.5,-17149,-16406.5,5
7.68,742.5,-17172.2,-16429.7,5
7.69,742.5,-17139.6,-16397.1,5
7.7,742.5,-17162.1,-16419.6,5
7.71,742.5,-17199.7,-16457.2,5
7.72,742.5,-17255.4,-16512.9,5
7.73,742.5,-17230.9,-16488.4,5
7.74,742.5,-17283.8,-16541.3,5
7.75,742.5,-17317.9,-16575.4,5
7.76,742.5,-17269.3,-16526.8,5
7.77,742.5,-17246.5,-16504,5
7.78,742.5,-17267.3,-16524.8,5
7.79,742.5,-17161.9,-16419.4,5
7.8,742.5,-17143.8,-16401.3,5
7.81,742.5,-17171.4,-16428.9,5
7.82,742.5,-17130.8,-16388.3,5
7.83,742.5,-17127.8,-16385.3,5
7.84,742.5,-17201.7,-16459.2,5
7.85,742.5,-17201.5,-16459,5
7.86,742.5,-17166.9,-16424.4,5
7.87,742.5,-17218.6,-16476.1,5
7.88,742.5,-17256.2,-16513.7,5
7.89,742.5,-17239.7,-16497.2,5
7.9,742.5,-17238.5,-16496,5
7.91,742.5,-17328.9,-16586.4,5
7.92,742.5,-17335,-16592.5,5
7.93,742.5,-17313.4,-16570.9,5
7.94,742.5,-17315.6,-16573.1,5
7.95,742.5,-17344,-16601.5,5
7.96,742.5,-17398.5,-16656,5
7.97,742.5,-17414.4,-16671.9,5
7.98,742.5,-17379.4,-16636.9,5
7.99,742.5,-17325.7,-16583.2,5
8,742.5,-17305.3,-16562.8,5
8.01,742.5,-17303.6,-16561.1,5
8.02,742.5,-17347.4,-16604.9,5
8.03,742.5,-17406.1,-16663.6,5
8.04,742.5,-17402.9,-16660.4,5
8.05,742.5,-17339.2,-16596.7,5
8.06,742.5,-17306,-16563.5,5
8.07,742.5,-17281.7,-16539.2,5
8.08,742.5,-17251,-16508.5,5
8.09,742.5,-17321,-16578.5,5
8.1,742.5,-17343.5,-16601,5
8.11,742.5,-17372.9,-16630.4,5
8.12,742.5,-17392.7,-16650.2,5
8.13,742.5,-17319.2,-16576.7,5
8.14,742.5,-17238.7,-16496.2,5
8.15,742.5,-17247.7,-16505.2,5
8.16,742.5,-17216.2,-16473.7,5
8.17,742.5,-17232.2,-16489.7,5
8.18,742.5,-17195.1,-16452.6,5
8.19,742.5,-17094.6,-16352.1,5
8.2,742.5,-17109.7,-16367.2,5
8.21,742.5,-17253.9,-16511.4,5
8.22,742.5,-17283,-16540.5,5
8.23,742.5,-17250.5,-16508,5
8.24,742.5,-17198.8,-16456.3,5
8.25,742.5,-17147.7,-16405.2,5
8.26,742.5,-17166.8,-16424.3,5
8.27,742.5,-17218,-16475.5,5
8.28,742.5,-17255,-16512.5,5
8.29,742.5,-17296,-16553.5,5
8.3,742.5,-17276.9,-16534.4,5
8.31,742.5,-17302.8,-16560.3,5
8.32,742.5,-17315.5,-16573,5
8.33,742.5,-17272.2,-16529.7,5
8.34,742.5,-17240.5,-16498,5
8.35,742.5,-17220.4,-16477.9,5
8.36,742.5,-17195.2,-16452.7,5
8.37,742.5,-17264.3,-16521.8,5
8.38,742.5,-17270.7,-16528.2,5
8.39,742.5,-17254,-16511.5,5
8.4,742.5,-17221.9,-16479.4,5
8.41,742.5,-17225.7,-16483.2,5
8.42,742.5,-17237.6,-16495.1,5
8.43,742.5,-17256,-16513.5,5
8.44,742.5,-17285.4,-16542.9,5
8.45,742.5,-17254.2,-16511.7,5
8.46,742.5,-17265.8,-16523.3,5
8.47,742.5,-17295.4,-16552.9,5
8.48,742.5,-17291.9,-16549.4,5
8.49,742.5,-17259,-16516.5,5
8.5,742.5,-17270.2,-16527.7,5
8.51,742.5,-17257.5,-16515,5
8.52,742.5,-17221,-16478.5,5
8.53,742.5,-17218.3,-16475.8,5
8.54,742.5,-17210.8,-16468.3,5
8.55,742.5,-17174.3,-16431.8,5
8.56,742.5,-17160.3,-16417.8,5
8.57,742.5,-17206.3,-16463.8,5
8.58,742.5,-17196.6,-16454.1,5
8.59,742.5,-17204.3,-16461.8,5
8.6,742.5,-17300.9,-16558.4,5
8.61,742.5,-17341.8,-16599.3,5
8.62,742.5,-17287.8,-16545.3,5
8.63,742.5,-17251.6,-16509.1,5
8.64,742.5,-17299.5,-16557,5
8.65,742.5,-17278.1,-16535.6,5
8.66,742.5,-17247.9,-16505.4,5
8.67,742.5,-17303.4,-16560.9,5
8.68,742.5,-17346.8,-16604.3,5
8.69,742.5,-17309.4,-16566.9,5
8.7,742.5,-17192.9,-16450.4,5
8.71,742.5,-17112.6,-16370.1,5
8.72,742.5,-17114,-16371.5,5
8.73,742.5,-17146.8,-16404.3,5
8.74,742.5,-17197.4,-16454.9,5
8.75,742.5,-17200,-16457.5,5
8.76,742.5,-17236.2,-16493.7,5
8.77,742.5,-17319.8,-16577.3,5
8.78,742.5,-17305.6,-16563.1,5
8.79,742.5,-17297.2,-16554.7,5
8.8,742.5,-17296.6,-16554.1,5
8.81,742.5,-17335,-16592.5,5
8.82,742.5,-17287.7,-16545.2,5
8.83,742.5,-17208,-16465.5,5
8.84,742.5,-17267.5,-16525,5
8.85,742.5,-17240.3,-16497.8,5
8.86,742.5,-17242,-16499.5,5
8.87,742.5,-17233.1,-16490.6,5
8.88,742.5,-17206,-16463.5,5
8.89,742.5,-17244.1,-16501.6,5
8.9,742.5,-17183.6,-16441.1,5
8.91,742.5,-17155.8,-16413.3,5
8.92,742.5,-17203.3,-16460.8,5
8.93,742.5,-17288,-16545.5,5
8.94,742.5,-17353.9,-16611.4,5
8.95,742.5,-17361.3,-16618.8,5
8.96,742.5,-17324.7,-16582.2,5
8.97,742.5,-17372,-16629.5,5
8.98,742.5,-17424.5,-16682,5
8.99,742.5,-17381.8,-16639.3,5
9,742.5,-17334.6,-16592.1,5
9.01,742.5,-17266.7,-16524.2,5
9.02,742.5,-17308.4,-16565.9,5
9.03,742.5,-17347.7,-16605.2,5
9.04,742.5,-17342.2,-16599.7,5
9.05,742.5,-17378.4,-16635.9,5
9.06,742.5,-17362.9,-16620.4,5
9.07,742.5,-17305.3,-16562.8,5
9.08,742.5,-17304.5,-16562,5
9.09,742.5,-17231.5,-16489,5
9.1,742.5,-17270.2,-16527.7,5
9.11,742.5,-17315.8,-16573.3,5
9.12,742.5,-17297,-16554.5,5
9.13,742.5,-17264.7,-16522.2,5
9.14,742.5,-17329.9,-16587.4,5
9.15,742.5,-17328.2,-16585.7,5
9.16,742.5,-17292.4,-16549.9,5
9.17,742.5,-17285.3,-16542.8,5
9.18,742.5,-17317.6,-16575.1,5
9.19,742.5,-17278.3,-16535.8,5
9.2,742.5,-17226.1,-16483.6,5
9.21,742.5,-17149.3,-16406.8,5
9.22,742.5,-17200.2,-16457.7,5
9.23,742.5,-17220.2,-16477.7,5
9.24,742.5,-17194.2,-16451.7,5
9.25,742.5,-17221.4,-16478.9,5
9.26,742.5,-17246.4,-16503.9,5
9.27,742.5,-17248.6,-16506.1,5
9.28,742.5,-17291.3,-16548.8,5
9.29,742.5,-17299,-16556.5,5
9.3,742.5,-17296.4,-16553.9,5
9.31,742.5,-17275.6,-16533.1,5
9.32,742.5,-17267.4,-16524.9,5
9.33,742.5,-17257.7,-16515.2,5
9.34,742.5,-17258.3,-16515.8,5
9.35,742.5,-17248.6,-16506.1,5
9.36,742.5,-17294.5,-16552,5
9.37,742.5,-17332.2,-16589.7,5
9.38,742.5,-17311.5,-16569,5
9.39,742.5,-17343.9,-16601.4,5
9.4,742.5,-17307.5,-16565,5
9.41,742.5,-17280.5,-16538,5
9.42,742.5,-17380.4,-16637.9,5
9.43,742.5,-17344.6,-16602.1,5
9.44,742.5,-17285.8,-16543.3,5
9.45,742.5,-17329.8,-16587.3,5
9.46,742.5,-17322.5,-16580,5
9.47,742.5,-17304.2,-16561.7,5
9.48,742.5,-17305.4,-16562.9,5
9.49,742.5,-17281.3,-16538.8,5
9.5,742.5,-17225.7,-16483.2,5
9.51,742.5,-17195.3,-16452.8,5
9.52,742.5,-17254.3,-16511.8,5
9.53,742.5,-17244.4,-16501.9,5
9.54,742.5,-17231.5,-16489,5
9.55,742.5,-17278.5,-16536,5
9.56,742.5,-17285.6,-16543.1,5
9.57,742.5,-17309.3,-16566.8,5
9.58,742.5,-17326.9,-16584.4,5
9.59,742.5,-17278.1,-16535.6,5
9.6,742.5,-17347.9,-16605.4,5
9.61,742.5,-17370.2,-16627.7,5
9.62,742.5,-17288.2,-16545.7,5
9.63,742.5,-17286.3,-16543.8,5
9.64,742.5,-17298.2,-16555.7,5
9.65,742.5,-17314,-16571.5,5
9.66,742.5,-17306.5,-16564,5
9.67,742.5,-17331.6,-16589.1,5
9.68,742.5,-17303.1,-16560.6,5
9.69,742.5,-17257.3,-16514.8,5
9.7,742.5,-17336.6,-16594.1,5
9.71,742.5,-17368.8,-16626.3,5
9.72,742.5,-17316.4,-16573.9,5
9.73,742.5,-17254.6,-16512.1,5
9.74,742.5,-17241.5,-16499,5
9.75,742.5,-17309.8,-16567.3,5
9.76,742.5,-17302.5,-16560,5
9.77,742.5,-17286.7,-16544.2,5
9.78,742.5,-17192.5,-16450,5
9.79,742.5,-17214.4,-16471.9,5
9.8,742.5,-17206.6,-16464.1,5
9.81,742.5,-17259.1,-16516.6,5
9.82,742.5,-17281.8,-16539.3,5
9.83,742.5,-17292.1,-16549.6,5
9.84,742.5,-17256.9,-16514.4,5
9.85,742.5,-17275.2,-16532.7,5
9.86,742.5,-17265.1,-16522.6,5
9.87,742.5,-17293.3,-16550.8,5
9.88,742.5,-17309.7,-16567.2,5
9.89,742.5,-17295.6,-16553.1,5
9.9,742.5,-17290.4,-16547.9,5
9.91,742.5,-17236.2,-16493.7,5
9.92,742.5,-17242.8,-16500.3,5
9.93,742.5,-17286.9,-16544.4,5
9.94,742.5,-17274.4,-16531.9,5
9.95,742.5,-17280.4,-16537.9,5
9.96,742.5,-17284.3,-16541.8,5
9.97,742.5,-17280.4,-16537.9,5
9.98,742.5,-17277.2,-16534.7,5
9.99,742.5,-17278.9,-16536.4,5
